url,Image,course_title,Puan,,udsronly4,level,udsronly6,coursecardinstructorsmoduleinstructorlistcjtfw,review_parantezli,review,price_tl,price
https://www.udemy.com/course/ios-swift-tinder-clone-sifirdan-profesyonel-uygulama-gelistirme/,https://img-c.udemycdn.com/course/240x135/2635136_123d_2.jpg,iOS 14 ve Swift 5 ile Tinder uygulamasını sıfırdan herhangi bir hazır kod kullanmadan programlamayı öğreneceksiniz.,"4,3",5,99 ders,Tüm Düzeyler,"Geçerli fiyat: ₺249,99",Furkan Sabaz,-36,36,"₺249,99",249.99
https://www.udemy.com/course/yeni-nesil-kodlamasiz-pratik-web-tasarim/,https://img-c.udemycdn.com/course/240x135/2898972_6f30_4.jpg,Düşük maliyetlerle sıfırdan uzmanlığa hiçbir kodlama olmadan web site tasarlamayı öğrenin ve evinizden özgürce çalışın.,"4,6",5,52 ders,Yeni Başlayan,"Geçerli fiyat: ₺299,99","Oriki Creative Medya & Akademi, Burak Palabıyık",-19,19,"₺299,99",299.99
https://www.udemy.com/course/adobe-xd-to-html-egitim-seti/,https://img-c.udemycdn.com/course/240x135/3735656_3a21_2.jpg,"Adobe XD ile yaptığımız tasarımın Bootstrap 5 ile CSS/HTML dökümünü alıp, Javascript ile etkileşimli hale getirelim","4,8",5,35 ders,Orta,"Geçerli fiyat: ₺399,99",Ramazan GÜLER,-46,46,"₺399,99",399.99
https://www.udemy.com/course/html5-canvas-animasyon-dersleri-ve-javascript-oyun-yapimi/,https://img-c.udemycdn.com/course/240x135/1703128_f4f5.jpg,"Javascript Yılan oyunu yapımı,HTML5 Canvas  dersleri  ,Javascript ile oyun geliştirme ve programlama,Animasyon temelleri","4,7",5,53 ders,Tüm Düzeyler,"Geçerli fiyat: ₺249,99",Ersan Hocam,-51,51,"₺249,99",249.99
https://www.udemy.com/course/artirilmis-gerceklik-proje-bazli-egitim/,https://img-c.udemycdn.com/course/240x135/2166986_60c5_7.jpg,Unity ile Temel Seviye Artırılmış Gerçeklik,"4,3",5,115 ders,Yeni Başlayan,"Geçerli fiyat: ₺399,99",Hakkan Erkan,-242,242,"₺399,99",399.99
https://www.udemy.com/course/astral-seyahat-dersleri-imzali-hediye-kitap/,https://img-c.udemycdn.com/course/240x135/2718214_a63e_3.jpg,Bu kurs sizi  Astral Boyuta çıkaracak bilgiler barındırıyor... Hemen Şimdi Başlayabilirsin!,"4,4",5,40 ders,Tüm Düzeyler,"Geçerli fiyat: ₺1.699,99",Kursad Berkkan,-134,134,"₺1.699,99",1.699.99
https://www.udemy.com/course/sanal-gerceklik-virtual-reality-v/,https://img-c.udemycdn.com/course/240x135/2726290_1d33_8.jpg,Unity ile temel seviye sanal gerçeklik - Virtual Reality,"4,3",5,52 ders,Yeni Başlayan,"Geçerli fiyat: ₺249,99",Hakkan Erkan,-29,29,"₺249,99",249.99
https://www.udemy.com/course/artirilmis_gerceklik_2_augmented_reality_2/,https://img-c.udemycdn.com/course/240x135/2357370_b30d_4.jpg,Unity ile İleri Seviye Artırılmış Gerçeklik,"4,5",5,85 ders,Uzman,"Geçerli fiyat: ₺269,99",Hakkan Erkan,-44,44,"₺269,99",269.99
https://www.udemy.com/course/yabani-ot-algoritmasi-matlab-kod-invasive-weed-optimization/,https://img-c.udemycdn.com/course/240x135/3889106_e23c_2.jpg,invasive weed optimization algorithm matlab code,"3,7",5,6 ders,Tüm Düzeyler,"Geçerli fiyat: ₺249,99",Feridun Aksoy,-5,5,"₺249,99",249.99
https://www.udemy.com/course/gercek-zamanli-isletim-sistemlerine-giris-ccs-ile-ti-rtos/,https://img-c.udemycdn.com/course/240x135/3031282_930a.jpg,"TI-RTOS (SYS/BIOS) kullanarak, Tiva-C,CC26xx, MSP43x, C6000 or C2000 kartları ile gerçek zamanlı uygulamalar oluşturun","3,6",5,43 ders,Tüm Düzeyler,"Geçerli fiyat: ₺249,99",Mustafa Abdullah Kuş,-18,18,"₺249,99",249.99
https://www.udemy.com/course/kotlin-ve-mit-app-invertor-ile-android-programlama/,https://img-c.udemycdn.com/course/240x135/4263656_96c0_8.jpg,"Kotlin ve MIT App İnvertör İle Android Programlama, Python ile Uygulamalar Geliştirme, Python ve Kotlin Programlama Dili","4,8",5,153 ders,Orta,"Geçerli fiyat: ₺249,99",AKIN KAHRAMAN,-4,4,"₺249,99",249.99
https://www.udemy.com/course/temel-unity-egitimi/,https://img-c.udemycdn.com/course/240x135/2742022_9978_2.jpg,Temel Unity Eğitimi,"2,8",5,17 ders,Yeni Başlayan,"Geçerli fiyat: ₺249,99",Ömer Tuylu,-19,19,"₺249,99",249.99
https://www.udemy.com/course/scratchjr-ile-cocuklar-icin-kodlama-egitimi-5-7-yas/,https://img-c.udemycdn.com/course/240x135/5816250_a12a_3.jpg,ScratchJR Eğitimi ile çocuklar kodlama ile tanışıp temel algoritmayı öğrenirken kendi oyunlarını geliştirecekler,5,5,28 ders,Yeni Başlayan,,"CoddyKit Software Solutions, Gizem Gülcan",-8,8,,
